timestamp,train_period,test_year,roc_auc,accuracy,log_loss,f1_score,precision,recall
2026-01-23 18:32:24,2020-2026,2026,0.6119791666666667,0.5588235294117647,0.702197070824189,0.5588235294117647,0.59375,0.5277777777777778
2026-01-23 19:05:51,2012-2026,2025,0.7038886677770144,0.6538836529086773,0.633274396741514,0.6493249917681923,0.6525479814692257,0.6461336828309305
