tourney_id,tourney_name,surface,draw_size,tourney_level,indoor,tourney_date,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,data_year
2014-5014,Shanghai Masters,Hard,56.0,M,O,20141005,J267,,Q,Malek Jaziri,R,185.0,TUN,30.708,87.0,638.0,W614,,WC,Chuhan Wang,R,188.0,CHN,22.612,553.0,60.0,6-0 6-4,3.0,R32,70.0,7.0,2.0,58.0,30.0,25.0,13.0,8.0,4.0,5.0,1.0,4.0,50.0,31.0,15.0,6.0,8.0,2.0,7.0,2014
2014-5014,Shanghai Masters,Hard,56.0,M,O,20141005,SD32,,DA,Gilles Simon,R,183.0,FRA,29.771,29.0,1220.0,W367,4.0,DA,Stan Wawrinka,R,183.0,SUI,29.522,4.0,5555.0,5-7 7-5 6-4,3.0,R32,150.0,7.0,1.0,116.0,63.0,43.0,29.0,17.0,2.0,5.0,12.0,3.0,95.0,58.0,46.0,16.0,17.0,7.0,11.0,2014
2014-5014,Shanghai Masters,Hard,56.0,M,O,20141005,MA21,,WC,Juan Monaco,R,185.0,ARG,30.519,82.0,660.0,R975,8.0,DA,Milos Raonic,R,196.0,CAN,23.773,8.0,3965.0,5-2 RET,3.0,R32,24.0,0.0,0.0,18.0,14.0,12.0,4.0,4.0,0.0,0.0,4.0,2.0,22.0,15.0,10.0,2.0,3.0,1.0,2.0,2014
2014-5014,Shanghai Masters,Hard,56.0,M,O,20141005,Y061,,DA,Mikhail Youzhny,R,183.0,RUS,32.279,35.0,1135.0,D646,,DA,Ivan Dodig,R,183.0,CRO,29.755,92.0,610.0,7-6(7) 6-7(4) 6-3,3.0,R32,169.0,10.0,3.0,136.0,86.0,60.0,29.0,17.0,7.0,7.0,26.0,5.0,106.0,70.0,58.0,16.0,16.0,1.0,2.0,2014
2014-5014,Shanghai Masters,Hard,56.0,M,O,20141005,I186,13.0,DA,John Isner,R,208.0,USA,29.443,14.0,1925.0,J386,,DA,Steve Johnson,R,188.0,USA,24.78,42.0,974.0,7-6(6) 7-6(7),3.0,R32,100.0,24.0,0.0,79.0,63.0,51.0,9.0,12.0,0.0,0.0,9.0,1.0,92.0,63.0,46.0,18.0,12.0,5.0,5.0,2014
2014-5014,Shanghai Masters,Hard,56.0,M,O,20141005,L397,,DA,Feliciano Lopez,L,188.0,ESP,33.04,21.0,1745.0,N409,2.0,DA,Rafael Nadal,L,185.0,ESP,28.339,2.0,8455.0,6-3 7-6(6),3.0,R32,104.0,15.0,3.0,79.0,45.0,34.0,20.0,11.0,4.0,5.0,5.0,1.0,68.0,46.0,29.0,13.0,10.0,2.0,4.0,2014
2014-5014,Shanghai Masters,Hard,56.0,M,O,20141005,D643,1.0,DA,Novak Djokovic,R,188.0,SRB,27.373,1.0,12150.0,K926,,DA,Mikhail Kukushkin,R,183.0,KAZ,26.776,85.0,642.0,6-3 4-6 6-4,3.0,R16,126.0,13.0,2.0,95.0,65.0,49.0,14.0,15.0,3.0,5.0,9.0,0.0,84.0,60.0,40.0,14.0,14.0,5.0,8.0,2014
2014-5014,Shanghai Masters,Hard,56.0,M,O,20141005,F401,5.0,DA,David Ferrer,R,175.0,ESP,32.509,5.0,4495.0,MC10,11.0,DA,Andy Murray,R,191.0,GBR,27.392,11.0,3545.0,2-6 6-1 6-2,3.0,R16,115.0,0.0,0.0,80.0,51.0,37.0,12.0,12.0,4.0,6.0,8.0,0.0,70.0,47.0,35.0,6.0,11.0,3.0,7.0,2014
2014-5014,Shanghai Masters,Hard,56.0,M,O,20141005,F324,3.0,DA,Roger Federer,R,185.0,SUI,33.158,3.0,8170.0,BD06,14.0,DA,Roberto Bautista Agut,R,183.0,ESP,26.475,18.0,1865.0,6-4 6-2,3.0,R16,73.0,8.0,0.0,53.0,37.0,32.0,8.0,9.0,1.0,1.0,0.0,0.0,60.0,38.0,25.0,9.0,9.0,6.0,9.0,2014
2014-5014,Shanghai Masters,Hard,56.0,M,O,20141005,B747,,DA,Julien Benneteau,R,185.0,FRA,32.791,30.0,1205.0,SM25,,DA,Jack Sock,R,191.0,USA,22.029,60.0,801.0,6-3 6-4,3.0,R16,71.0,5.0,1.0,62.0,50.0,40.0,5.0,10.0,3.0,3.0,1.0,3.0,49.0,31.0,23.0,9.0,9.0,2.0,4.0,2014
2014-5014,Shanghai Masters,Hard,56.0,M,O,20141005,BA47,6.0,DA,Tomas Berdych,R,196.0,CZE,29.049,7.0,4235.0,K336,,DA,Ivo Karlovic,R,211.0,CRO,35.6,31.0,1195.0,6-3 6-4,3.0,R16,65.0,10.0,0.0,46.0,29.0,26.0,14.0,10.0,0.0,0.0,19.0,1.0,52.0,34.0,26.0,6.0,9.0,4.0,6.0,2014
2014-5014,Shanghai Masters,Hard,56.0,M,O,20141005,SD32,,DA,Gilles Simon,R,183.0,FRA,29.771,29.0,1220.0,J267,,Q,Malek Jaziri,R,185.0,TUN,30.708,87.0,638.0,6-2 6-3,3.0,R16,73.0,2.0,1.0,56.0,37.0,28.0,12.0,9.0,3.0,3.0,2.0,1.0,54.0,31.0,19.0,10.0,8.0,5.0,8.0,2014
2014-5014,Shanghai Masters,Hard,56.0,M,O,20141005,Y061,,DA,Mikhail Youzhny,R,183.0,RUS,32.279,35.0,1135.0,MA21,,WC,Juan Monaco,R,185.0,ARG,30.519,82.0,660.0,5-7 6-3 6-2,3.0,R16,130.0,5.0,1.0,87.0,56.0,41.0,16.0,15.0,6.0,9.0,5.0,2.0,84.0,53.0,33.0,14.0,14.0,6.0,11.0,2014
2014-5014,Shanghai Masters,Hard,56.0,M,O,20141005,L397,,DA,Feliciano Lopez,L,188.0,ESP,33.04,21.0,1745.0,I186,13.0,DA,John Isner,R,208.0,USA,29.443,14.0,1925.0,6-3 6-4,3.0,R16,60.0,8.0,1.0,51.0,34.0,30.0,11.0,10.0,1.0,1.0,14.0,3.0,57.0,37.0,25.0,10.0,9.0,2.0,4.0,2014
2014-5014,Shanghai Masters,Hard,56.0,M,O,20141005,D643,1.0,DA,Novak Djokovic,R,188.0,SRB,27.373,1.0,12150.0,F401,5.0,DA,David Ferrer,R,175.0,ESP,32.509,5.0,4495.0,6-4 6-2,3.0,QF,95.0,4.0,0.0,53.0,38.0,32.0,9.0,9.0,2.0,2.0,2.0,1.0,74.0,42.0,31.0,10.0,9.0,4.0,7.0,2014
2014-5014,Shanghai Masters,Hard,56.0,M,O,20141005,F324,3.0,DA,Roger Federer,R,185.0,SUI,33.158,3.0,8170.0,B747,,DA,Julien Benneteau,R,185.0,FRA,32.791,30.0,1205.0,7-6(4) 6-0,3.0,QF,70.0,11.0,0.0,48.0,37.0,34.0,4.0,9.0,0.0,0.0,5.0,1.0,64.0,48.0,25.0,8.0,9.0,1.0,4.0,2014
2014-5014,Shanghai Masters,Hard,56.0,M,O,20141005,SD32,,DA,Gilles Simon,R,183.0,FRA,29.771,29.0,1220.0,BA47,6.0,DA,Tomas Berdych,R,196.0,CZE,29.049,7.0,4235.0,7-6(4) 4-6 6-0,3.0,QF,148.0,8.0,1.0,97.0,64.0,51.0,15.0,14.0,3.0,5.0,18.0,4.0,111.0,63.0,50.0,15.0,14.0,8.0,12.0,2014
2014-5014,Shanghai Masters,Hard,56.0,M,O,20141005,L397,,DA,Feliciano Lopez,L,188.0,ESP,33.04,21.0,1745.0,Y061,,DA,Mikhail Youzhny,R,183.0,RUS,32.279,35.0,1135.0,5-7 6-4 6-4,3.0,QF,123.0,12.0,5.0,87.0,46.0,40.0,20.0,16.0,6.0,10.0,4.0,0.0,97.0,67.0,41.0,16.0,16.0,3.0,8.0,2014
2014-5014,Shanghai Masters,Hard,56.0,M,O,20141005,F324,3.0,DA,Roger Federer,R,185.0,SUI,33.158,3.0,8170.0,D643,1.0,DA,Novak Djokovic,R,188.0,SRB,27.373,1.0,12150.0,6-4 6-4,3.0,SF,96.0,8.0,1.0,72.0,51.0,35.0,13.0,10.0,1.0,1.0,5.0,0.0,77.0,53.0,32.0,13.0,10.0,8.0,10.0,2014
2014-5014,Shanghai Masters,Hard,56.0,M,O,20141005,SD32,,DA,Gilles Simon,R,183.0,FRA,29.771,29.0,1220.0,L397,,DA,Feliciano Lopez,L,188.0,ESP,33.04,21.0,1745.0,6-2 7-6(1),3.0,SF,80.0,5.0,0.0,51.0,34.0,32.0,12.0,10.0,0.0,0.0,7.0,2.0,75.0,47.0,35.0,8.0,10.0,2.0,4.0,2014
2014-5014,Shanghai Masters,Hard,56.0,M,O,20141005,F324,3.0,DA,Roger Federer,R,185.0,SUI,33.158,3.0,8170.0,SD32,,DA,Gilles Simon,R,183.0,FRA,29.771,29.0,1220.0,7-6(6) 7-6(2),3.0,F,113.0,4.0,0.0,71.0,50.0,39.0,15.0,12.0,2.0,3.0,3.0,1.0,90.0,46.0,28.0,28.0,12.0,6.0,7.0,2014
2014-337,Vienna,Hard,28.0,500,I,20141013,K839,,DA,Tobias Kamke,R,178.0,GER,28.397,93.0,590.0,BA98,,DA,Simone Bolelli,R,183.0,ITA,29.013,77.0,717.0,3-6 6-3 6-4,3.0,R32,135.0,4.0,3.0,92.0,46.0,31.0,27.0,14.0,3.0,6.0,4.0,8.0,106.0,58.0,39.0,22.0,14.0,7.0,11.0,2014
2014-337,Vienna,Hard,28.0,500,I,20141013,SL28,,DA,Jan-Lennard Struff,R,193.0,GER,24.468,52.0,851.0,G476,7.0,DA,Guillermo Garcia-Lopez,R,185.0,ESP,31.359,39.0,1050.0,6-3 6-4,3.0,R32,69.0,9.0,3.0,58.0,36.0,31.0,12.0,10.0,3.0,3.0,3.0,2.0,49.0,23.0,15.0,16.0,9.0,2.0,4.0,2014
2014-337,Vienna,Hard,28.0,500,I,20141013,SC77,,DA,Sergiy Stakhovsky,R,193.0,UKR,28.767,62.0,781.0,MF36,,Q,Miloslav Mecir,R,196.0,SVK,26.73,187.0,276.0,6-2 4-6 6-3,3.0,R32,96.0,7.0,1.0,82.0,46.0,37.0,21.0,14.0,3.0,4.0,6.0,6.0,83.0,51.0,38.0,14.0,13.0,3.0,6.0,2014
2014-337,Vienna,Hard,28.0,500,I,20141013,PD07,,DA,Vasek Pospisil,R,193.0,CAN,24.307,44.0,965.0,BC72,,Q,Daniel Brands,R,196.0,GER,27.242,207.0,236.0,6-3 6-7(3) 7-6(2),3.0,R32,141.0,27.0,10.0,124.0,68.0,56.0,27.0,17.0,6.0,8.0,1.0,3.0,103.0,73.0,55.0,13.0,16.0,3.0,6.0,2014
2014-337,Vienna,Hard,28.0,500,I,20141013,M762,,DA,Jurgen Melzer,L,183.0,AUT,33.394,123.0,440.0,GB93,,LL,Norbert Gombos,R,193.0,SVK,24.167,138.0,392.0,3-6 6-4 6-3,3.0,R32,125.0,4.0,6.0,95.0,59.0,40.0,17.0,14.0,10.0,13.0,7.0,9.0,84.0,53.0,37.0,13.0,14.0,6.0,10.0,2014
2014-337,Vienna,Hard,28.0,500,I,20141013,K336,6.0,DA,Ivo Karlovic,R,211.0,CRO,35.622,30.0,1265.0,D874,,DA,Federico Delbonis,L,193.0,ARG,24.022,63.0,775.0,6-7(1) 7-6(9) 7-6(2),3.0,R32,146.0,29.0,7.0,106.0,77.0,68.0,18.0,18.0,0.0,0.0,13.0,6.0,112.0,63.0,56.0,32.0,18.0,0.0,0.0,2014
2014-337,Vienna,Hard,28.0,500,I,20141013,B884,,DA,Carlos Berlocq,R,183.0,ARG,31.691,80.0,700.0,MI43,,WC,Gerald Melzer,L,188.0,AUT,24.252,156.0,341.0,6-3 7-6(2),3.0,R32,97.0,5.0,2.0,65.0,36.0,24.0,18.0,10.0,2.0,5.0,1.0,3.0,70.0,40.0,25.0,11.0,11.0,3.0,8.0,2014
2014-337,Vienna,Hard,28.0,500,I,20141013,B896,,DA,Benjamin Becker,R,178.0,GER,33.325,45.0,938.0,H528,,Q,Victor Hanescu,R,198.0,ROU,33.229,134.0,403.0,4-6 6-1 6-3,3.0,R32,98.0,8.0,3.0,65.0,39.0,32.0,16.0,13.0,1.0,3.0,9.0,3.0,85.0,59.0,35.0,11.0,13.0,5.0,10.0,2014
2014-337,Vienna,Hard,28.0,500,I,20141013,H756,,DA,Robin Haase,R,191.0,NED,27.521,72.0,740.0,TB69,8.0,DA,Dominic Thiem,R,185.0,AUT,21.109,38.0,1059.0,6-3 3-6 6-3,3.0,R32,91.0,11.0,0.0,72.0,45.0,35.0,16.0,14.0,2.0,4.0,7.0,3.0,68.0,30.0,27.0,19.0,13.0,2.0,5.0,2014
2014-337,Vienna,Hard,28.0,500,I,20141013,R685,5.0,DA,Lukas Rosol,R,193.0,CZE,29.221,31.0,1255.0,L797,,DA,Lukas Lacko,R,188.0,SVK,26.943,83.0,666.0,6-2 6-4,3.0,R32,61.0,5.0,0.0,54.0,25.0,20.0,19.0,9.0,0.0,0.0,6.0,2.0,51.0,28.0,19.0,10.0,9.0,1.0,4.0,2014
2014-337,Vienna,Hard,28.0,500,I,20141013,T840,,Q,Viktor Troicki,R,193.0,SRB,28.671,127.0,422.0,E224,,DA,Victor Estrella Burgos,R,170.0,DOM,34.196,65.0,767.0,6-0 6-3,3.0,R32,55.0,14.0,1.0,37.0,25.0,22.0,10.0,8.0,0.0,0.0,1.0,2.0,54.0,29.0,17.0,10.0,7.0,6.0,10.0,2014
2014-337,Vienna,Hard,28.0,500,I,20141013,BD20,,DA,Thomaz Bellucci,L,188.0,BRA,26.787,68.0,753.0,M850,,DA,Paul-Henri Mathieu,R,185.0,FRA,32.75,84.0,665.0,6-1 6-4,3.0,R32,76.0,12.0,2.0,49.0,28.0,22.0,14.0,8.0,2.0,2.0,1.0,5.0,66.0,28.0,17.0,18.0,9.0,5.0,9.0,2014
2014-337,Vienna,Hard,28.0,500,I,20141013,F401,1.0,DA,David Ferrer,R,175.0,ESP,32.531,5.0,4585.0,K839,,DA,Tobias Kamke,R,178.0,GER,28.397,93.0,590.0,7-5 6-1,3.0,R16,89.0,1.0,4.0,68.0,39.0,31.0,14.0,10.0,2.0,2.0,1.0,2.0,57.0,29.0,18.0,14.0,9.0,6.0,9.0,2014
2014-337,Vienna,Hard,28.0,500,I,20141013,K336,6.0,DA,Ivo Karlovic,R,211.0,CRO,35.622,30.0,1265.0,M762,,DA,Jurgen Melzer,L,183.0,AUT,33.394,123.0,440.0,6-4 7-6(1),3.0,R16,99.0,21.0,1.0,71.0,51.0,42.0,13.0,11.0,3.0,3.0,3.0,4.0,77.0,56.0,37.0,11.0,11.0,4.0,5.0,2014
2014-337,Vienna,Hard,28.0,500,I,20141013,K435,4.0,DA,Philipp Kohlschreiber,R,178.0,GER,30.992,23.0,1460.0,B884,,DA,Carlos Berlocq,R,183.0,ARG,31.691,80.0,700.0,3-6 6-1 6-4,3.0,R16,105.0,8.0,5.0,77.0,43.0,39.0,17.0,13.0,3.0,4.0,2.0,3.0,72.0,43.0,33.0,15.0,13.0,4.0,7.0,2014
2014-337,Vienna,Hard,28.0,500,I,20141013,B896,,DA,Benjamin Becker,R,178.0,GER,33.325,45.0,938.0,H756,,DA,Robin Haase,R,191.0,NED,27.521,72.0,740.0,6-3 6-3,3.0,R16,59.0,5.0,1.0,45.0,25.0,23.0,13.0,9.0,0.0,0.0,4.0,6.0,53.0,35.0,25.0,4.0,9.0,4.0,7.0,2014
2014-337,Vienna,Hard,28.0,500,I,20141013,T840,,Q,Viktor Troicki,R,193.0,SRB,28.671,127.0,422.0,R685,5.0,DA,Lukas Rosol,R,193.0,CZE,29.221,31.0,1255.0,6-3 6-2,3.0,R16,55.0,12.0,0.0,48.0,27.0,24.0,13.0,9.0,2.0,2.0,3.0,6.0,50.0,28.0,21.0,9.0,8.0,3.0,6.0,2014
2014-337,Vienna,Hard,28.0,500,I,20141013,BD20,,DA,Thomaz Bellucci,L,188.0,BRA,26.787,68.0,753.0,L397,3.0,DA,Feliciano Lopez,L,188.0,ESP,33.062,14.0,2060.0,6-7(9) 6-1 6-4,3.0,R16,122.0,11.0,2.0,95.0,55.0,43.0,23.0,15.0,3.0,5.0,9.0,5.0,97.0,51.0,34.0,21.0,14.0,5.0,10.0,2014
2014-337,Vienna,Hard,28.0,500,I,20141013,SL28,,DA,Jan-Lennard Struff,R,193.0,GER,24.468,52.0,851.0,SC77,,DA,Sergiy Stakhovsky,R,193.0,UKR,28.767,62.0,781.0,7-6(6) 2-6 7-6(3),3.0,R16,145.0,12.0,3.0,105.0,48.0,35.0,32.0,16.0,4.0,8.0,4.0,6.0,120.0,72.0,51.0,24.0,16.0,7.0,9.0,2014
2014-337,Vienna,Hard,28.0,500,I,20141013,MC10,2.0,DA,Andy Murray,R,191.0,GBR,27.414,11.0,3635.0,PD07,,DA,Vasek Pospisil,R,193.0,CAN,24.307,44.0,965.0,6-4 6-4,3.0,R16,99.0,1.0,3.0,66.0,32.0,25.0,19.0,10.0,5.0,6.0,3.0,8.0,74.0,38.0,28.0,15.0,10.0,3.0,6.0,2014
2014-337,Vienna,Hard,28.0,500,I,20141013,F401,1.0,DA,David Ferrer,R,175.0,ESP,32.531,5.0,4585.0,K336,6.0,DA,Ivo Karlovic,R,211.0,CRO,35.622,30.0,1265.0,7-6(5) 6-4,3.0,QF,85.0,5.0,2.0,62.0,37.0,32.0,17.0,11.0,0.0,0.0,17.0,5.0,69.0,49.0,40.0,9.0,11.0,2.0,3.0,2014
2014-337,Vienna,Hard,28.0,500,I,20141013,K435,4.0,DA,Philipp Kohlschreiber,R,178.0,GER,30.992,23.0,1460.0,B896,,DA,Benjamin Becker,R,178.0,GER,33.325,45.0,938.0,6-4 7-6(3),3.0,QF,85.0,11.0,1.0,74.0,41.0,30.0,20.0,11.0,9.0,11.0,3.0,3.0,62.0,37.0,29.0,13.0,11.0,1.0,4.0,2014
2014-337,Vienna,Hard,28.0,500,I,20141013,T840,,Q,Viktor Troicki,R,193.0,SRB,28.671,127.0,422.0,BD20,,DA,Thomaz Bellucci,L,188.0,BRA,26.787,68.0,753.0,7-6(4) 6-7(2) 6-2,3.0,QF,148.0,13.0,6.0,97.0,50.0,43.0,21.0,16.0,4.0,7.0,9.0,5.0,119.0,66.0,44.0,24.0,16.0,4.0,9.0,2014
2014-337,Vienna,Hard,28.0,500,I,20141013,MC10,2.0,DA,Andy Murray,R,191.0,GBR,27.414,11.0,3635.0,SL28,,DA,Jan-Lennard Struff,R,193.0,GER,24.468,52.0,851.0,6-2 7-5,3.0,QF,86.0,10.0,1.0,52.0,30.0,26.0,13.0,10.0,0.0,1.0,6.0,2.0,66.0,34.0,25.0,11.0,10.0,4.0,8.0,2014
2014-337,Vienna,Hard,28.0,500,I,20141013,F401,1.0,DA,David Ferrer,R,175.0,ESP,32.531,5.0,4585.0,K435,4.0,DA,Philipp Kohlschreiber,R,178.0,GER,30.992,23.0,1460.0,6-3 2-6 7-6(3),3.0,SF,147.0,3.0,6.0,95.0,49.0,34.0,29.0,15.0,8.0,11.0,4.0,6.0,114.0,60.0,42.0,24.0,14.0,6.0,8.0,2014
2014-337,Vienna,Hard,28.0,500,I,20141013,MC10,2.0,DA,Andy Murray,R,191.0,GBR,27.414,11.0,3635.0,T840,,Q,Viktor Troicki,R,193.0,SRB,28.671,127.0,422.0,6-4 6-3,3.0,SF,83.0,2.0,4.0,50.0,30.0,25.0,10.0,9.0,0.0,1.0,5.0,4.0,75.0,37.0,26.0,14.0,10.0,7.0,11.0,2014
2014-337,Vienna,Hard,28.0,500,I,20141013,MC10,2.0,DA,Andy Murray,R,191.0,GBR,27.414,11.0,3635.0,F401,1.0,DA,David Ferrer,R,175.0,ESP,32.531,5.0,4585.0,5-7 6-2 7-5,3.0,F,161.0,9.0,2.0,106.0,67.0,47.0,16.0,16.0,13.0,18.0,1.0,7.0,108.0,54.0,35.0,22.0,16.0,5.0,12.0,2014
2014-429,Stockholm,Hard,28.0,250,I,20141013,BA65,,Q,Dustin Brown,R,196.0,JAM,29.845,92.0,608.0,LA94,,WC,Christian Lindell,R,193.0,SWE,22.897,223.0,215.0,6-4 7-6(3),3.0,R32,80.0,10.0,6.0,83.0,58.0,42.0,11.0,11.0,4.0,6.0,8.0,6.0,65.0,42.0,33.0,7.0,11.0,3.0,6.0,2014
2014-429,Stockholm,Hard,28.0,250,I,20141013,CA12,6.0,DA,Jeremy Chardy,R,188.0,FRA,27.666,34.0,1115.0,Y218,,WC,Elias Ymer,R,185.0,SWE,18.508,238.0,203.0,6-3 6-4,3.0,R32,69.0,6.0,3.0,64.0,41.0,31.0,12.0,10.0,5.0,6.0,2.0,2.0,44.0,25.0,17.0,10.0,9.0,0.0,3.0,2014
2014-429,Stockholm,Hard,28.0,250,I,20141013,SM25,,DA,Jack Sock,R,191.0,USA,22.051,51.0,871.0,G806,,DA,Andrey Golubev,R,180.0,KAZ,27.228,58.0,803.0,6-1 4-6 6-0,3.0,R32,103.0,11.0,3.0,64.0,38.0,32.0,14.0,11.0,2.0,3.0,5.0,6.0,96.0,60.0,33.0,16.0,12.0,11.0,17.0,2014
2014-429,Stockholm,Hard,28.0,250,I,20141013,G681,,DA,Teymuraz Gabashvili,R,185.0,GEO,29.391,59.0,797.0,F444,,DA,Alejandro Falla,L,185.0,COL,30.913,81.0,691.0,6-2 6-4,3.0,R32,70.0,3.0,4.0,61.0,32.0,25.0,8.0,9.0,5.0,8.0,1.0,1.0,53.0,28.0,17.0,5.0,9.0,3.0,9.0,2014
2014-429,Stockholm,Hard,28.0,250,I,20141013,H996,,Q,Pierre-Hugues Herbert,R,188.0,FRA,23.573,124.0,438.0,CD85,,DA,Pablo Carreno Busta,R,188.0,ESP,23.255,64.0,771.0,7-6(3) 6-4,3.0,R32,74.0,12.0,2.0,59.0,36.0,29.0,18.0,11.0,0.0,0.0,4.0,3.0,66.0,42.0,34.0,12.0,11.0,3.0,4.0,2014
2014-429,Stockholm,Hard,28.0,250,I,20141013,CA99,,Q,Marius Copil,R,191.0,ROU,23.989,181.0,281.0,SH90,8.0,DA,Joao Sousa,R,185.0,POR,25.539,50.0,877.0,7-6(4) 4-6 6-4,3.0,R32,146.0,18.0,3.0,105.0,61.0,47.0,30.0,16.0,10.0,11.0,3.0,3.0,114.0,70.0,52.0,25.0,16.0,7.0,8.0,2014
2014-429,Stockholm,Hard,28.0,250,I,20141013,ME82,,DA,Adrian Mannarino,L,180.0,FRA,26.289,79.0,700.0,B837,,DA,Marcos Baghdatis,R,178.0,CYP,29.322,102.0,547.0,2-6 6-2 6-4,3.0,R32,123.0,6.0,0.0,94.0,57.0,38.0,21.0,13.0,12.0,14.0,11.0,3.0,88.0,47.0,32.0,20.0,13.0,8.0,11.0,2014
2014-429,Stockholm,Hard,28.0,250,I,20141013,BC65,,Q,Matthias Bachinger,R,188.0,GER,27.532,203.0,239.0,SF36,,DA,Igor Sijsling,R,191.0,NED,27.154,87.0,638.0,2-6 7-6(3) 6-4,3.0,R32,96.0,5.0,2.0,93.0,70.0,53.0,10.0,15.0,5.0,7.0,5.0,3.0,100.0,64.0,45.0,19.0,15.0,5.0,6.0,2014
2014-429,Stockholm,Hard,28.0,250,I,20141013,MD56,5.0,DA,Leonardo Mayer,R,191.0,ARG,27.414,25.0,1384.0,Y124,,DA,Donald Young,L,183.0,USA,25.224,69.0,751.0,6-4 6-4,3.0,R32,76.0,6.0,2.0,49.0,30.0,27.0,13.0,10.0,0.0,0.0,2.0,4.0,86.0,57.0,35.0,14.0,10.0,8.0,10.0,2014
2014-429,Stockholm,Hard,28.0,250,I,20141013,V306,7.0,DA,Fernando Verdasco,L,188.0,ESP,30.91,36.0,1090.0,ME05,,DA,Marinko Matosevic,R,193.0,AUS,29.18,82.0,682.0,6-3 3-6 6-3,3.0,R32,107.0,8.0,4.0,90.0,55.0,47.0,15.0,14.0,8.0,9.0,4.0,2.0,79.0,44.0,30.0,22.0,13.0,4.0,6.0,2014
2014-429,Stockholm,Hard,28.0,250,I,20141013,N289,,DA,Jarkko Nieminen,L,185.0,FIN,33.224,57.0,813.0,R772,,DA,Albert Ramos-Vinolas,L,188.0,ESP,26.738,67.0,761.0,6-4 6-4,3.0,R32,93.0,5.0,4.0,73.0,53.0,39.0,8.0,10.0,2.0,3.0,2.0,1.0,65.0,38.0,23.0,14.0,10.0,8.0,11.0,2014
2014-429,Stockholm,Hard,28.0,250,I,20141013,TA46,,DA,Bernard Tomic,R,196.0,AUS,21.977,76.0,726.0,R931,,WC,Patrik Rosenholm,R,178.0,SWE,26.606,371.0,117.0,7-6(1) 5-7 6-4,3.0,R32,116.0,19.0,2.0,104.0,68.0,51.0,21.0,17.0,1.0,3.0,13.0,1.0,95.0,59.0,46.0,21.0,17.0,3.0,5.0,2014
2014-429,Stockholm,Hard,28.0,250,I,20141013,BA47,1.0,DA,Tomas Berdych,R,196.0,CZE,29.07,7.0,4325.0,BA65,,Q,Dustin Brown,R,196.0,JAM,29.845,92.0,608.0,7-5 6-3,3.0,R16,84.0,7.0,2.0,60.0,32.0,30.0,17.0,11.0,3.0,3.0,5.0,4.0,69.0,45.0,35.0,9.0,10.0,6.0,8.0,2014
2014-429,Stockholm,Hard,28.0,250,I,20141013,CA99,,Q,Marius Copil,R,191.0,ROU,23.989,181.0,281.0,H996,,Q,Pierre-Hugues Herbert,R,188.0,FRA,23.573,124.0,438.0,6-4 6-3,3.0,R16,71.0,6.0,0.0,48.0,31.0,26.0,11.0,9.0,0.0,0.0,7.0,7.0,74.0,43.0,29.0,14.0,10.0,6.0,9.0,2014
2014-429,Stockholm,Hard,28.0,250,I,20141013,ME82,,DA,Adrian Mannarino,L,180.0,FRA,26.289,79.0,700.0,D801,4.0,DA,Alexandr Dolgopolov,R,180.0,UKR,25.93,24.0,1455.0,6-4 6-7(2) 7-6(4),3.0,R16,160.0,7.0,3.0,117.0,75.0,56.0,24.0,17.0,10.0,12.0,11.0,3.0,126.0,58.0,47.0,34.0,17.0,6.0,9.0,2014
2014-429,Stockholm,Hard,28.0,250,I,20141013,BC65,,Q,Matthias Bachinger,R,188.0,GER,27.532,203.0,239.0,MD56,5.0,DA,Leonardo Mayer,R,191.0,ARG,27.414,25.0,1384.0,7-6(3) 6-7(4) 6-3,3.0,R16,122.0,15.0,3.0,107.0,73.0,53.0,25.0,17.0,2.0,3.0,7.0,2.0,95.0,62.0,47.0,20.0,16.0,5.0,7.0,2014
2014-429,Stockholm,Hard,28.0,250,I,20141013,V306,7.0,DA,Fernando Verdasco,L,188.0,ESP,30.91,36.0,1090.0,N289,,DA,Jarkko Nieminen,L,185.0,FIN,33.224,57.0,813.0,6-3 6-4,3.0,R16,89.0,4.0,2.0,72.0,46.0,32.0,13.0,10.0,3.0,5.0,1.0,1.0,70.0,38.0,23.0,14.0,9.0,9.0,13.0,2014
2014-429,Stockholm,Hard,28.0,250,I,20141013,TA46,,DA,Bernard Tomic,R,196.0,AUS,21.977,76.0,726.0,A678,3.0,DA,Kevin Anderson,R,203.0,RSA,28.405,17.0,1875.0,7-6(4) 6-4,3.0,R16,85.0,7.0,0.0,71.0,47.0,36.0,15.0,11.0,3.0,3.0,15.0,1.0,55.0,40.0,32.0,11.0,11.0,0.0,1.0,2014
